text,SNAP,Medicaid,Section8_Housing,TANF,LIHEAP,household_income_pct_fpl,housing_status,citizenship_status,has_dependent_children,has_utility_bills
"I am currently unemployed and have been looking for work for 12 months. I have been unhoused for 8 months and am staying in a shelter. I have 3 children ages 7, 12, 5. My child has arthritis and needs ongoing medical care. I received a shutoff notice for my gas service.",1,1,1,1,1,43,renting,citizen,True,True
"I am self-employed doing handyman work, my income varies month to month. I am staying with family temporarily as I cannot afford my own place. I live alone. My child has diabetes and needs ongoing medical care. My electricity bill has been very high this winter, around $502 per month.",0,0,0,0,1,146,staying_with_family,citizen,False,True
I recently lost my job at a local restaurant due to layoffs. I own my home but am struggling to keep up with the mortgage. I am a single parent with 4 kids. I have no health insurance. I am behind on my heating bills by $212.,1,1,0,1,1,96,staying_with_family,citizen,True,True
I am currently unemployed and have been looking for work for 4 months. I own my home but am struggling to keep up with the mortgage. I am a single parent with 4 kids. I have been managing depression without proper medical care due to cost. I am behind on my heating bills by $453.,0,0,0,0,0,170,unhoused,citizen,True,True
"I receive disability benefits of $1272 per month and cannot work. I am renting a room in a shared house for $1777 per month. I live alone. I have been managing diabetes without proper medical care due to cost. My electricity bill has been very high this winter, around $174 per month. I am a legal permanent resident and have been in the US for over 5 years.",1,1,0,0,1,106,unhoused,qualified_alien,False,True
I am a full-time caregiver for my father and have no outside income. I am staying with family temporarily as I cannot afford my own place. I am a single parent with 3 kids. I am pregnant and currently uninsured. I struggle every month to pay my utility bills on time. I do not have legal immigration status.,0,0,0,0,1,119,renting,undocumented,True,True
"I am a student and work part-time, earning around $1512 a month. I am renting a room in a shared house for $984 per month. I share an apartment with a roommate. My child has diabetes and needs ongoing medical care. I do not have legal immigration status.",0,0,0,0,0,126,renting,undocumented,False,False
"I am self-employed doing handyman work, my income varies month to month. I am staying with family temporarily as I cannot afford my own place. I live alone. I am pregnant and currently uninsured. My utility bills take up a large portion of my income.",0,0,0,0,0,173,owned,citizen,True,True
I recently lost my job at a small business due to layoffs. I am staying with family temporarily as I cannot afford my own place. I live with my spouse and 2 children. I have been managing hypertension without proper medical care due to cost. My utility bills take up a large portion of my income.,0,0,0,0,1,141,renting,citizen,True,True
I work part-time at a cleaning service earning about $816 per month. I am renting a room in a shared house for $857 per month. I live with my partner. I have a chronic condition (asthma) that requires regular medication. I received a shutoff notice for my gas service.,1,1,0,0,1,68,owned,citizen,False,True
I work part-time at a restaurant earning about $324 per month. I am staying with family temporarily as I cannot afford my own place. I live with my spouse and 1 children. My child has asthma and needs ongoing medical care. I struggle every month to pay my utility bills on time. I do not have legal immigration status.,0,0,0,0,1,27,owned,undocumented,True,True
I am currently unemployed and have been looking for work for 1 months. I recently became homeless after my landlord evicted me. I share an apartment with a roommate. I recently lost my employer-sponsored health insurance. I received a shutoff notice for my gas service.,0,0,0,0,0,331,unhoused,citizen,False,True
I work part-time at a restaurant earning about $4200 per month. I am staying with family temporarily as I cannot afford my own place. I live with my partner. My child has asthma and needs ongoing medical care. I struggle every month to pay my utility bills on time.,0,0,0,0,0,350,unhoused,citizen,False,True
I receive disability benefits of $4236 per month and cannot work. I am currently renting an apartment for $1444 per month. I live alone. I have no health insurance. I struggle every month to pay my utility bills on time. I am a legal permanent resident and have been in the US for over 5 years.,0,0,0,0,0,353,staying_with_family,qualified_alien,False,True
I work part-time at a warehouse earning about $2076 per month. I am currently renting an apartment for $1140 per month. I live with my partner. My child has asthma and needs ongoing medical care. I struggle every month to pay my utility bills on time.,0,0,0,0,0,173,staying_with_family,citizen,False,True
"I am self-employed doing handyman work, my income varies month to month. I own my home but am struggling to keep up with the mortgage. I share an apartment with a roommate. I have been managing arthritis without proper medical care due to cost. My electricity bill has been very high this winter, around $441 per month. I am a legal permanent resident and have been in the US for over 5 years.",0,0,0,0,1,144,owned,qualified_alien,False,True
"I am a full-time caregiver for my father and have no outside income. I am currently renting an apartment for $1528 per month. I have 1 children ages 14, 4, 4. I have a chronic condition (diabetes) that requires regular medication. I am behind on my heating bills by $306.",0,0,0,0,0,195,staying_with_family,citizen,True,True
"I am a full-time caregiver for my father and have no outside income. I own my home but am struggling to keep up with the mortgage. I am a single parent with 1 kids. I have no health insurance. My electricity bill has been very high this winter, around $328 per month.",1,1,0,1,1,80,staying_with_family,citizen,True,True
I recently lost my job at Amazon due to layoffs. I am renting a room in a shared house for $671 per month. I share an apartment with a roommate. I have a chronic condition (depression) that requires regular medication. I am a legal permanent resident and have been in the US for over 5 years.,1,1,0,0,0,113,unhoused,qualified_alien,False,False
I receive disability benefits of $1572 per month and cannot work. I am staying with family temporarily as I cannot afford my own place. I live alone. I have no health insurance. I struggle every month to pay my utility bills on time.,0,1,0,0,1,131,renting,citizen,False,True
"I am a student and work part-time, earning around $1200 a month. I am staying with family temporarily as I cannot afford my own place. I live with my spouse and 3 children. I have no health insurance. I am behind on my heating bills by $238.",1,1,0,1,1,100,unhoused,citizen,True,True
"I work part-time at a warehouse earning about $552 per month. I am renting a room in a shared house for $1417 per month. I share an apartment with a roommate. I have been managing asthma without proper medical care due to cost. My electricity bill has been very high this winter, around $227 per month.",1,1,1,0,1,46,renting,citizen,False,True
I recently lost my job at a local restaurant due to layoffs. I am renting a room in a shared house for $663 per month. I am a single parent with 4 kids. I have no health insurance. I am behind on my heating bills by $219. I am a legal permanent resident and have been in the US for over 5 years.,0,1,0,0,1,135,unhoused,qualified_alien,True,True
I am currently unemployed and have been looking for work for 15 months. I am renting a room in a shared house for $1379 per month. I live alone. I recently lost my employer-sponsored health insurance. I do not have legal immigration status.,0,0,0,0,0,207,unhoused,undocumented,True,False
I recently lost my job at a small business due to layoffs. I have been unhoused for 7 months and am staying in a shelter. I live alone. I recently lost my employer-sponsored health insurance.,0,0,0,0,0,163,staying_with_family,citizen,True,False
I receive disability benefits of $4392 per month and cannot work. I own my home but am struggling to keep up with the mortgage. I live with my partner. I am pregnant and currently uninsured.,0,0,0,0,0,366,renting,citizen,False,False
"I work 15 hours a week at retail shop, making $1848 monthly. I have been unhoused for 10 months and am staying in a shelter. I share an apartment with a roommate. I have a chronic condition (diabetes) that requires regular medication.",0,0,0,0,0,154,owned,citizen,False,False
"I work part-time at a retail shop earning about $528 per month. I own my home but am struggling to keep up with the mortgage. I am caring for my elderly father who lives with me. My child has diabetes and needs ongoing medical care. My electricity bill has been very high this winter, around $406 per month.",1,1,1,1,1,44,renting,citizen,True,True
I work part-time at a cleaning service earning about $2040 per month. I am renting a room in a shared house for $867 per month. I live with my spouse and 3 children. I am pregnant and currently uninsured. I am behind on my heating bills by $351. I do not have legal immigration status.,0,0,0,0,0,170,renting,undocumented,True,True
"I receive disability benefits of $1764 per month and cannot work. I am renting a room in a shared house for $1440 per month. I am a single parent with 4 kids. I have no health insurance. My electricity bill has been very high this winter, around $235 per month.",0,0,0,0,1,147,unhoused,citizen,True,True
"I am self-employed doing rideshare work, my income varies month to month. I am renting a room in a shared house for $1371 per month. I am a single parent with 4 kids. I have no health insurance.",1,1,0,0,0,128,renting,citizen,True,False
"I work part-time at a cleaning service earning about $1704 per month. I own my home but am struggling to keep up with the mortgage. My household includes myself, my partner, and our 4 children. I have been managing hypertension without proper medical care due to cost. I am a legal permanent resident and have been in the US for over 5 years.",0,0,0,0,0,142,renting,qualified_alien,True,False
I am currently unemployed and have been looking for work for 17 months. I am currently renting an apartment for $1100 per month. I live alone. I have no health insurance.,0,0,0,0,0,341,staying_with_family,citizen,False,False
"I receive disability benefits of $2052 per month and cannot work. I have been unhoused for 6 months and am staying in a shelter. I have 3 children ages 14, 1. I have a chronic condition (depression) that requires regular medication. My utility bills take up a large portion of my income.",0,0,0,0,0,171,owned,citizen,True,True
I work part-time at a cleaning service earning about $2004 per month. I recently became homeless after my landlord evicted me. I share an apartment with a roommate. I am pregnant and currently uninsured. I am behind on my heating bills by $484. I am a legal permanent resident and have been in the US for over 5 years.,0,0,0,0,0,167,staying_with_family,qualified_alien,False,True
"I am currently unemployed and have been looking for work for 17 months. I have been unhoused for 8 months and am staying in a shelter. I have 3 children ages 7, 14, 10. I recently lost my employer-sponsored health insurance. I struggle every month to pay my utility bills on time.",0,0,0,0,0,188,renting,citizen,True,True
I work part-time at a grocery store earning about $240 per month. I am currently renting an apartment for $1187 per month. I live with my spouse and 1 children. I am pregnant and currently uninsured. I do not have legal immigration status.,0,0,1,0,0,20,unhoused,undocumented,True,False
I recently lost my job at Amazon due to layoffs. I am staying with family temporarily as I cannot afford my own place. I share an apartment with a roommate. My child has diabetes and needs ongoing medical care. I received a shutoff notice for my gas service.,0,0,0,0,0,310,renting,citizen,False,True
I am a full-time caregiver for my father and have no outside income. I recently became homeless after my landlord evicted me. I live with my spouse and 4 children. I have no health insurance. My utility bills take up a large portion of my income. I am a legal permanent resident and have been in the US for over 5 years.,0,0,0,0,0,164,renting,qualified_alien,True,True
"I am self-employed doing rideshare work, my income varies month to month. I am renting a room in a shared house for $946 per month. I am a single parent with 1 kids. My child has diabetes and needs ongoing medical care.",0,0,0,0,0,294,unhoused,citizen,True,False
I receive disability benefits of $4572 per month and cannot work. I have been unhoused for 8 months and am staying in a shelter. I live with my spouse and 1 children. I have no health insurance. I struggle every month to pay my utility bills on time. I am a legal permanent resident and have been in the US for over 5 years.,0,0,0,0,0,381,owned,qualified_alien,True,True
I receive disability benefits of $3948 per month and cannot work. I own my home but am struggling to keep up with the mortgage. I live alone. I recently lost my employer-sponsored health insurance. I received a shutoff notice for my gas service.,0,0,0,0,0,329,owned,citizen,False,True
I am currently unemployed and have been looking for work for 13 months. I recently became homeless after my landlord evicted me. I share an apartment with a roommate. I am pregnant and currently uninsured. My utility bills take up a large portion of my income.,0,0,0,0,0,163,unhoused,citizen,False,True
"I receive disability benefits of $4464 per month and cannot work. I own my home but am struggling to keep up with the mortgage. I live with my partner. My child has hypertension and needs ongoing medical care. My electricity bill has been very high this winter, around $327 per month.",0,0,0,0,0,372,unhoused,citizen,False,True
"I am self-employed doing food delivery work, my income varies month to month. I recently became homeless after my landlord evicted me. I am a single parent with 4 kids. I recently lost my employer-sponsored health insurance. My utility bills take up a large portion of my income.",1,1,0,1,1,87,renting,citizen,True,True
"I am currently unemployed and have been looking for work for 3 months. I have been unhoused for 2 months and am staying in a shelter. I have 1 children ages 16, 4, 15. I am pregnant and currently uninsured. My electricity bill has been very high this winter, around $549 per month.",1,1,1,1,1,23,unhoused,citizen,True,True
I receive disability benefits of $2160 per month and cannot work. I am currently renting an apartment for $757 per month. I live with my partner. I have a chronic condition (asthma) that requires regular medication. I received a shutoff notice for my gas service. I do not have legal immigration status.,0,0,0,0,0,180,renting,undocumented,False,True
"I am a student and work part-time, earning around $2472 a month. I am currently renting an apartment for $1064 per month. I live alone. I am pregnant and currently uninsured. My electricity bill has been very high this winter, around $548 per month. I do not have legal immigration status.",0,0,0,0,0,206,unhoused,undocumented,True,True
"I am self-employed doing rideshare work, my income varies month to month. I am renting a room in a shared house for $817 per month. I have 3 children ages 1, 12, 12. I am pregnant and currently uninsured. My electricity bill has been very high this winter, around $236 per month.",1,1,0,0,1,111,staying_with_family,citizen,True,True
I work part-time at a cleaning service earning about $1164 per month. I have been unhoused for 5 months and am staying in a shelter. I live with my spouse and 4 children. I have been managing hypertension without proper medical care due to cost. I am a legal permanent resident and have been in the US for over 5 years.,1,1,0,0,0,97,unhoused,qualified_alien,True,False
"I work 10 hours a week at warehouse, making $1752 monthly. I am currently renting an apartment for $1045 per month. I live with my partner. I have no health insurance. I received a shutoff notice for my gas service.",0,0,0,0,1,146,unhoused,citizen,False,True
I receive disability benefits of $360 per month and cannot work. I am currently renting an apartment for $1470 per month. I live alone. I have no health insurance. I am behind on my heating bills by $173. I do not have legal immigration status.,0,0,1,0,1,30,unhoused,undocumented,False,True
"I work 20 hours a week at retail shop, making $2628 monthly. I have been unhoused for 2 months and am staying in a shelter. I live alone. My child has depression and needs ongoing medical care. I received a shutoff notice for my gas service.",0,0,0,0,0,219,staying_with_family,citizen,True,True
I am a full-time caregiver for my father and have no outside income. I am currently renting an apartment for $874 per month. I am caring for my elderly father who lives with me. I have a chronic condition (asthma) that requires regular medication. I struggle every month to pay my utility bills on time.,0,0,0,0,0,350,renting,citizen,True,True
I receive disability benefits of $4752 per month and cannot work. I own my home but am struggling to keep up with the mortgage. I am a single parent with 1 kids. I recently lost my employer-sponsored health insurance.,0,0,0,0,0,396,unhoused,citizen,True,False
"I am self-employed doing rideshare work, my income varies month to month. I have been unhoused for 9 months and am staying in a shelter. I live alone. I am pregnant and currently uninsured. I struggle every month to pay my utility bills on time.",0,0,0,0,0,190,staying_with_family,citizen,True,True
"I work 10 hours a week at retail shop, making $1260 monthly. I own my home but am struggling to keep up with the mortgage. I have 1 children ages 13, 7. My child has diabetes and needs ongoing medical care. I am behind on my heating bills by $323.",1,1,0,0,1,105,owned,citizen,True,True
"I work 10 hours a week at retail shop, making $3864 monthly. I am renting a room in a shared house for $1671 per month. I am caring for my elderly grandmother who lives with me. I have a chronic condition (hypertension) that requires regular medication.",0,0,0,0,0,322,unhoused,citizen,True,False
I recently lost my job at a small business due to layoffs. I own my home but am struggling to keep up with the mortgage. I live alone. My child has diabetes and needs ongoing medical care. I struggle every month to pay my utility bills on time. I do not have legal immigration status.,0,0,0,0,0,164,renting,undocumented,True,True
I am currently unemployed and have been looking for work for 8 months. I am staying with family temporarily as I cannot afford my own place. I live alone. My child has asthma and needs ongoing medical care. I am behind on my heating bills by $180.,0,0,0,0,0,194,owned,citizen,False,True
"I am a student and work part-time, earning around $1104 a month. I own my home but am struggling to keep up with the mortgage. I live with my partner. I recently lost my employer-sponsored health insurance.",1,1,0,0,0,92,staying_with_family,citizen,False,False
I am currently unemployed and have been looking for work for 12 months. I am renting a room in a shared house for $966 per month. I live alone. I recently lost my employer-sponsored health insurance. My utility bills take up a large portion of my income. I do not have legal immigration status.,0,0,0,0,0,178,owned,undocumented,False,True
"I work 25 hours a week at grocery store, making $972 monthly. I am staying with family temporarily as I cannot afford my own place. I have 4 children ages 11. I have no health insurance.",1,1,0,1,0,81,staying_with_family,citizen,True,False
"I work 20 hours a week at grocery store, making $1416 monthly. I own my home but am struggling to keep up with the mortgage. I live alone. I am pregnant and currently uninsured. My utility bills take up a large portion of my income. I am a legal permanent resident and have been in the US for over 5 years.",1,1,0,0,1,118,staying_with_family,qualified_alien,False,True
"I am a full-time caregiver for my father and have no outside income. I recently became homeless after my landlord evicted me. I have 1 children ages 4. I recently lost my employer-sponsored health insurance. My electricity bill has been very high this winter, around $302 per month.",1,1,0,1,1,67,unhoused,citizen,True,True
"I recently lost my job at a local restaurant due to layoffs. I own my home but am struggling to keep up with the mortgage. My household includes myself, my partner, and our 3 children. I have no health insurance. My utility bills take up a large portion of my income. I am a legal permanent resident and have been in the US for over 5 years.",1,1,0,0,1,117,staying_with_family,qualified_alien,True,True
I am currently unemployed and have been looking for work for 18 months. I am staying with family temporarily as I cannot afford my own place. I am a single parent with 2 kids. I am pregnant and currently uninsured. I am a legal permanent resident and have been in the US for over 5 years.,0,0,0,0,0,392,owned,qualified_alien,True,False
I recently lost my job at Amazon due to layoffs. I recently became homeless after my landlord evicted me. I live alone. I have no health insurance.,0,0,0,0,0,153,unhoused,citizen,False,False
I receive disability benefits of $1908 per month and cannot work. I have been unhoused for 7 months and am staying in a shelter. I live alone. I am pregnant and currently uninsured. I am behind on my heating bills by $153.,0,0,0,0,0,159,owned,citizen,False,True
I receive disability benefits of $1380 per month and cannot work. I own my home but am struggling to keep up with the mortgage. I am caring for my elderly mother who lives with me. I recently lost my employer-sponsored health insurance. I struggle every month to pay my utility bills on time.,1,1,0,0,1,115,renting,citizen,True,True
I recently lost my job at Target due to layoffs. I am currently renting an apartment for $1800 per month. I live alone. My child has depression and needs ongoing medical care.,0,0,0,0,0,189,owned,citizen,False,False
"I work 25 hours a week at retail shop, making $2712 monthly. I own my home but am struggling to keep up with the mortgage. My household includes myself, my partner, and our 1 children. I have no health insurance.",0,0,0,0,0,226,owned,citizen,True,False
I work part-time at a restaurant earning about $1812 per month. I have been unhoused for 5 months and am staying in a shelter. I live alone. I have been managing asthma without proper medical care due to cost.,0,0,0,0,0,151,owned,citizen,False,False
"I am a student and work part-time, earning around $1416 a month. I recently became homeless after my landlord evicted me. I have 1 children ages 8, 9, 11. I am pregnant and currently uninsured. My utility bills take up a large portion of my income. I do not have legal immigration status.",0,0,0,0,1,118,renting,undocumented,True,True
"I am self-employed doing handyman work, my income varies month to month. I have been unhoused for 3 months and am staying in a shelter. I live with my partner. My child has arthritis and needs ongoing medical care. I received a shutoff notice for my gas service.",0,0,0,0,0,398,staying_with_family,citizen,False,True
"I work 10 hours a week at warehouse, making $2364 monthly. I am renting a room in a shared house for $1145 per month. I live with my partner. I recently lost my employer-sponsored health insurance. I am behind on my heating bills by $335. I do not have legal immigration status.",0,0,0,0,0,197,unhoused,undocumented,False,True
I recently lost my job at Amazon due to layoffs. I recently became homeless after my landlord evicted me. I live with my partner. My child has asthma and needs ongoing medical care. My utility bills take up a large portion of my income. I do not have legal immigration status.,0,0,0,0,0,171,renting,undocumented,False,True
I receive disability benefits of $384 per month and cannot work. I recently became homeless after my landlord evicted me. I have 4 children ages 5. My child has diabetes and needs ongoing medical care.,1,1,1,1,0,32,renting,citizen,True,False
I receive disability benefits of $1644 per month and cannot work. I am currently renting an apartment for $1777 per month. I live alone. I have a chronic condition (asthma) that requires regular medication. My utility bills take up a large portion of my income.,0,1,0,0,1,137,staying_with_family,citizen,False,True
I am currently unemployed and have been looking for work for 2 months. I recently became homeless after my landlord evicted me. I live with my spouse and 3 children. My child has depression and needs ongoing medical care.,0,0,0,0,0,277,renting,citizen,True,False
"I am a student and work part-time, earning around $1068 a month. I own my home but am struggling to keep up with the mortgage. I share an apartment with a roommate. I have no health insurance. I am behind on my heating bills by $552.",1,1,0,0,1,89,owned,citizen,False,True
"I am self-employed doing freelance cleaning work, my income varies month to month. I recently became homeless after my landlord evicted me. I have 4 children ages 13, 12. My child has diabetes and needs ongoing medical care.",0,1,0,0,0,132,owned,citizen,True,False
"I work 10 hours a week at retail shop, making $1884 monthly. I am renting a room in a shared house for $1503 per month. I live alone. I recently lost my employer-sponsored health insurance. I am behind on my heating bills by $296. I do not have legal immigration status.",0,0,0,0,0,157,unhoused,undocumented,True,True
I receive disability benefits of $2244 per month and cannot work. I have been unhoused for 10 months and am staying in a shelter. I live alone. I recently lost my employer-sponsored health insurance.,0,0,0,0,0,187,owned,citizen,True,False
"I receive disability benefits of $876 per month and cannot work. I have been unhoused for 8 months and am staying in a shelter. I share an apartment with a roommate. I have a chronic condition (asthma) that requires regular medication. My electricity bill has been very high this winter, around $350 per month. I am a legal permanent resident and have been in the US for over 5 years.",1,1,0,0,1,73,owned,qualified_alien,False,True
I work part-time at a retail shop earning about $792 per month. I recently became homeless after my landlord evicted me. I live alone. I am pregnant and currently uninsured. I received a shutoff notice for my gas service. I do not have legal immigration status.,0,0,0,0,1,66,renting,undocumented,True,True
I am a full-time caregiver for my spouse and have no outside income. I own my home but am struggling to keep up with the mortgage. I am caring for my elderly grandmother who lives with me. I have a chronic condition (arthritis) that requires regular medication. My utility bills take up a large portion of my income. I do not have legal immigration status.,0,0,0,0,0,387,renting,undocumented,True,True
I receive disability benefits of $3792 per month and cannot work. I am staying with family temporarily as I cannot afford my own place. I live with my spouse and 1 children. I recently lost my employer-sponsored health insurance. I do not have legal immigration status.,0,0,0,0,0,316,unhoused,undocumented,True,False
"I am self-employed doing rideshare work, my income varies month to month. I recently became homeless after my landlord evicted me. I live with my spouse and 4 children. My child has arthritis and needs ongoing medical care. My utility bills take up a large portion of my income. I am a legal permanent resident and have been in the US for over 5 years.",1,1,0,0,1,108,renting,qualified_alien,True,True
"I work 25 hours a week at restaurant, making $2340 monthly. I recently became homeless after my landlord evicted me. I am a single parent with 1 kids. I have been managing depression without proper medical care due to cost. I am a legal permanent resident and have been in the US for over 5 years.",0,0,0,0,0,195,renting,qualified_alien,True,False
"I recently lost my job at a small business due to layoffs. I am staying with family temporarily as I cannot afford my own place. I live alone. I am pregnant and currently uninsured. My electricity bill has been very high this winter, around $494 per month. I am a legal permanent resident and have been in the US for over 5 years.",1,1,0,0,1,23,staying_with_family,qualified_alien,False,True
"I am self-employed doing handyman work, my income varies month to month. I own my home but am struggling to keep up with the mortgage. I am a single parent with 2 kids. I recently lost my employer-sponsored health insurance. My utility bills take up a large portion of my income. I am a legal permanent resident and have been in the US for over 5 years.",1,1,0,0,1,56,unhoused,qualified_alien,True,True
I am currently unemployed and have been looking for work for 4 months. I own my home but am struggling to keep up with the mortgage. I am caring for my elderly father who lives with me. I have a chronic condition (arthritis) that requires regular medication. My utility bills take up a large portion of my income.,1,1,0,1,1,96,owned,citizen,True,True
"I work part-time at a cleaning service earning about $2352 per month. I am currently renting an apartment for $1391 per month. I live with my spouse and 3 children. I am pregnant and currently uninsured. My electricity bill has been very high this winter, around $202 per month.",0,0,0,0,0,196,unhoused,citizen,True,True
I am currently unemployed and have been looking for work for 4 months. I have been unhoused for 8 months and am staying in a shelter. I live alone. I recently lost my employer-sponsored health insurance. My utility bills take up a large portion of my income.,1,1,0,0,1,122,renting,citizen,False,True
"I work 20 hours a week at warehouse, making $648 monthly. I recently became homeless after my landlord evicted me. I live alone. I am pregnant and currently uninsured. My utility bills take up a large portion of my income.",1,1,0,0,1,54,staying_with_family,citizen,False,True
"I work 15 hours a week at cleaning service, making $4380 monthly. I own my home but am struggling to keep up with the mortgage. I live alone. I am pregnant and currently uninsured. My utility bills take up a large portion of my income.",0,0,0,0,0,365,owned,citizen,False,True
"I work 15 hours a week at restaurant, making $876 monthly. I am renting a room in a shared house for $1381 per month. My household includes myself, my partner, and our 2 children. I have no health insurance. My electricity bill has been very high this winter, around $526 per month.",1,1,0,1,1,73,staying_with_family,citizen,True,True
I work part-time at a warehouse earning about $1188 per month. I am staying with family temporarily as I cannot afford my own place. I share an apartment with a roommate. My child has depression and needs ongoing medical care.,1,1,0,0,0,99,owned,citizen,False,False
"I am self-employed doing freelance cleaning work, my income varies month to month. I have been unhoused for 12 months and am staying in a shelter. I live with my partner. I have a chronic condition (arthritis) that requires regular medication. My electricity bill has been very high this winter, around $508 per month.",0,0,0,0,0,264,staying_with_family,citizen,False,True
"I receive disability benefits of $2136 per month and cannot work. I am renting a room in a shared house for $1525 per month. I have 3 children ages 13, 14. I recently lost my employer-sponsored health insurance. I am behind on my heating bills by $369.",0,0,0,0,0,178,renting,citizen,True,True
I receive disability benefits of $3828 per month and cannot work. I am renting a room in a shared house for $1674 per month. I live alone. I recently lost my employer-sponsored health insurance. My utility bills take up a large portion of my income. I do not have legal immigration status.,0,0,0,0,0,319,owned,undocumented,False,True
"I work 15 hours a week at warehouse, making $3684 monthly. I recently became homeless after my landlord evicted me. I have 3 children ages 16, 13, 15. My child has depression and needs ongoing medical care. My utility bills take up a large portion of my income. I am a legal permanent resident and have been in the US for over 5 years.",0,0,0,0,0,307,renting,qualified_alien,True,True
I receive disability benefits of $2232 per month and cannot work. I am currently renting an apartment for $916 per month. I live with my partner. I have no health insurance.,0,0,0,0,0,186,renting,citizen,False,False
I work part-time at a warehouse earning about $240 per month. I have been unhoused for 1 months and am staying in a shelter. I live alone. I am pregnant and currently uninsured. I struggle every month to pay my utility bills on time. I am a legal permanent resident and have been in the US for over 5 years.,1,1,0,0,1,20,staying_with_family,qualified_alien,False,True
I am a full-time caregiver for my mother and have no outside income. I have been unhoused for 1 months and am staying in a shelter. I am caring for my elderly mother who lives with me. I have no health insurance. I struggle every month to pay my utility bills on time. I do not have legal immigration status.,0,0,0,0,1,121,renting,undocumented,True,True
"I am currently unemployed and have been looking for work for 12 months. I recently became homeless after my landlord evicted me. My household includes myself, my partner, and our 1 children. I am pregnant and currently uninsured. My utility bills take up a large portion of my income.",0,0,0,0,1,144,staying_with_family,citizen,True,True
I recently lost my job at Amazon due to layoffs. I am renting a room in a shared house for $1246 per month. I live alone. My child has asthma and needs ongoing medical care.,0,0,0,0,0,168,unhoused,citizen,True,False
I recently lost my job at a local restaurant due to layoffs. I own my home but am struggling to keep up with the mortgage. I live with my partner. I have no health insurance. I received a shutoff notice for my gas service.,0,0,0,0,1,140,renting,citizen,False,True
"I am a student and work part-time, earning around $3252 a month. I have been unhoused for 1 months and am staying in a shelter. My household includes myself, my partner, and our 4 children. I have no health insurance. My electricity bill has been very high this winter, around $502 per month. I do not have legal immigration status.",0,0,0,0,0,271,owned,undocumented,True,True
I work part-time at a restaurant earning about $2676 per month. I am renting a room in a shared house for $750 per month. I am a single parent with 1 kids. I have been managing diabetes without proper medical care due to cost. I received a shutoff notice for my gas service.,0,0,0,0,0,223,unhoused,citizen,True,True
"I work 10 hours a week at retail shop, making $4608 monthly. I am currently renting an apartment for $1103 per month. My household includes myself, my partner, and our 3 children. I have a chronic condition (diabetes) that requires regular medication.",0,0,0,0,0,384,owned,citizen,True,False
"I work 20 hours a week at warehouse, making $1152 monthly. I am renting a room in a shared house for $1417 per month. I live with my partner. I have been managing diabetes without proper medical care due to cost. I do not have legal immigration status.",0,0,0,0,0,96,renting,undocumented,False,False
I am a full-time caregiver for my mother and have no outside income. I recently became homeless after my landlord evicted me. I share an apartment with a roommate. My child has asthma and needs ongoing medical care. I am behind on my heating bills by $178. I am a legal permanent resident and have been in the US for over 5 years.,1,1,0,0,1,62,unhoused,qualified_alien,False,True
"I work 15 hours a week at grocery store, making $2280 monthly. I recently became homeless after my landlord evicted me. My household includes myself, my partner, and our 1 children. I recently lost my employer-sponsored health insurance. I struggle every month to pay my utility bills on time. I do not have legal immigration status.",0,0,0,0,0,190,renting,undocumented,True,True
"I work 25 hours a week at warehouse, making $2076 monthly. I have been unhoused for 11 months and am staying in a shelter. I share an apartment with a roommate. I recently lost my employer-sponsored health insurance. I do not have legal immigration status.",0,0,0,0,0,173,owned,undocumented,False,False
I receive disability benefits of $4248 per month and cannot work. I own my home but am struggling to keep up with the mortgage. I live with my spouse and 1 children. My child has depression and needs ongoing medical care. I am a legal permanent resident and have been in the US for over 5 years.,0,0,0,0,0,354,renting,qualified_alien,True,False
"I am self-employed doing rideshare work, my income varies month to month. I am staying with family temporarily as I cannot afford my own place. I share an apartment with a roommate. My child has diabetes and needs ongoing medical care. I do not have legal immigration status.",0,0,0,0,0,89,owned,undocumented,False,False
"I work 10 hours a week at retail shop, making $396 monthly. I recently became homeless after my landlord evicted me. I live alone. I have been managing depression without proper medical care due to cost.",1,1,0,0,0,33,owned,citizen,False,False
"I recently lost my job at Amazon due to layoffs. I am currently renting an apartment for $1137 per month. I have 2 children ages 12, 15. I am pregnant and currently uninsured. I am behind on my heating bills by $589.",1,1,1,1,1,37,renting,citizen,True,True
"I recently lost my job at a small business due to layoffs. I have been unhoused for 1 months and am staying in a shelter. I am a single parent with 3 kids. I am pregnant and currently uninsured. My electricity bill has been very high this winter, around $435 per month. I do not have legal immigration status.",0,0,1,0,1,27,renting,undocumented,True,True
I receive disability benefits of $4608 per month and cannot work. I recently became homeless after my landlord evicted me. I live alone. My child has depression and needs ongoing medical care.,0,0,0,0,0,384,owned,citizen,True,False
I am currently unemployed and have been looking for work for 10 months. I am staying with family temporarily as I cannot afford my own place. I live alone. I recently lost my employer-sponsored health insurance.,0,0,0,0,0,227,unhoused,citizen,True,False
I am currently unemployed and have been looking for work for 12 months. I am staying with family temporarily as I cannot afford my own place. I live alone. My child has arthritis and needs ongoing medical care. I received a shutoff notice for my gas service. I am a legal permanent resident and have been in the US for over 5 years.,1,1,0,0,1,24,staying_with_family,qualified_alien,True,True
